Account,Amount,Counterparty,Tags,Date,Location
Joint Account,160.55,Gojek,"Dining, Groceries, General Expenses, Entertainment, Travel, Transportation",2022-12-20,Singapore
Savings,751.29,Fairprice,Travel,2022-12-29,Australia
Savings,568.44,Starbucks,"Groceries, Dining, Travel, General Expenses",2022-06-19,Japan
Joint Account,86.87,Amazon,"Travel, General Expenses, Transportation, Entertainment, Groceries",2022-06-25,Japan
Checking,122.96,Fairprice,"Dining, Travel",2022-10-22,Singapore
Savings,857.07,Grab,"Dining, Groceries",2022-08-28,Singapore
Checking,653.25,Starbucks,"Travel, General Expenses, Dining, Groceries",2022-09-18,Japan
Checking,948.53,Fairprice,"Dining, Transportation, Entertainment",2022-08-28,Singapore
Joint Account,613.53,Amazon,"Transportation, General Expenses, Dining",2022-12-08,Japan
Checking,521.84,Starbucks,"Entertainment, Groceries, Dining",2022-10-19,Indonesia
Checking,189.8,Uber,"Dining, Transportation",2022-08-05,Indonesia
Checking,690.14,ACME,"Travel, Dining",2022-06-03,Australia
Savings,339.99,Starbucks,"Transportation, General Expenses",2022-10-12,Indonesia
Joint Account,55.15,Fairprice,Dining,2022-07-17,Japan
Joint Account,193.74,Amazon,"Transportation, General Expenses, Travel, Entertainment",2022-12-23,Australia
Checking,761.75,Starbucks,"Dining, Transportation, Entertainment, Groceries, General Expenses, Travel",2022-09-25,Singapore
Checking,86.71,Grab,Groceries,2022-08-01,Australia
Joint Account,587.36,Walmart,"General Expenses, Dining",2022-09-28,Singapore
Checking,106.92,Fairprice,"Entertainment, Dining, General Expenses",2022-09-29,Japan
Checking,843.55,Gojek,"Entertainment, Dining, Travel, Transportation, Groceries",2022-10-15,Australia
Joint Account,430.73,Walmart,"Entertainment, Travel, Groceries, Transportation, General Expenses",2022-09-29,Australia
Checking,462.26,Walmart,Travel,2022-06-08,Singapore
Savings,297.89,Gojek,"Entertainment, Dining, General Expenses, Transportation, Groceries, Travel",2022-10-22,Australia
Joint Account,485.17,Google,"Dining, Entertainment, General Expenses, Groceries",2022-07-03,Singapore
Checking,207.53,ACME,"Entertainment, General Expenses, Dining, Groceries, Travel, Transportation",2022-07-10,Singapore
Joint Account,707.89,Google,"General Expenses, Transportation, Entertainment, Groceries",2022-10-11,Singapore
Savings,334.14,Uber,"Entertainment, Groceries, General Expenses, Dining, Transportation",2022-06-03,Singapore
Checking,108.65,Gojek,"Groceries, Travel",2022-09-07,Australia
Savings,140.9,Uber,"Dining, Travel, Entertainment, Groceries",2022-09-21,Japan
Joint Account,143.46,Uber,"Transportation, Dining",2022-12-15,Singapore
Checking,672.03,Uber,Travel,2022-07-28,Indonesia
Checking,685.36,Amazon,"Dining, Entertainment, General Expenses",2022-11-22,Indonesia
Savings,463.48,Fairprice,"Entertainment, Dining, Travel, Groceries, General Expenses",2022-09-04,Singapore
Joint Account,15.72,Google,"General Expenses, Groceries",2022-07-03,Australia
Joint Account,497.99,Starbucks,"Entertainment, Dining, Groceries, General Expenses",2022-06-30,Australia
Checking,617.55,Amazon,"Groceries, Travel, Entertainment",2022-08-08,Australia
Savings,124.25,Grab,"Entertainment, General Expenses, Travel, Dining",2022-08-04,Indonesia
Savings,962.07,Gojek,"Entertainment, Travel, General Expenses",2022-10-01,Singapore
Savings,437.19,Walmart,"General Expenses, Groceries, Entertainment, Dining, Transportation, Travel",2022-06-30,Indonesia
Savings,700.14,Starbucks,Dining,2022-11-06,Indonesia
Joint Account,867.69,Amazon,"Travel, Transportation, Groceries, General Expenses",2022-11-10,Australia
Joint Account,221.14,Amazon,"Travel, General Expenses, Transportation",2022-06-05,Indonesia
Savings,393.02,Gojek,"Travel, Groceries",2022-11-16,Japan
Checking,718.48,Grab,"Travel, Entertainment, Groceries, Transportation, Dining, General Expenses",2022-06-04,Indonesia
Joint Account,420.13,Google,"General Expenses, Transportation, Travel",2022-07-11,Japan
Joint Account,347.11,Starbucks,"Travel, Groceries, Transportation, Entertainment",2022-08-13,Singapore
Checking,92.15,ACME,"General Expenses, Entertainment, Dining, Travel, Transportation, Groceries",2022-09-12,Japan
Joint Account,225.42,Starbucks,"Travel, Transportation, Entertainment, General Expenses, Dining, Groceries",2022-11-26,Singapore
Savings,124.62,Fairprice,"Transportation, Travel, Groceries, Dining, Entertainment, General Expenses",2022-08-05,Indonesia
Checking,78.43,Starbucks,"Transportation, General Expenses, Dining, Travel",2022-10-19,Singapore
Checking,888.28,Uber,Transportation,2022-11-05,Japan
Checking,0.6,Uber,"Travel, Dining, Entertainment, Transportation, Groceries, General Expenses",2022-07-29,Indonesia
Savings,333.58,Amazon,"Groceries, Dining, General Expenses",2022-11-22,Australia
Checking,49.8,Google,"Transportation, Travel, Dining, General Expenses",2022-10-04,Japan
Joint Account,32.46,Starbucks,"Dining, Groceries, Travel, Transportation, Entertainment, General Expenses",2022-08-19,Japan
Joint Account,786.73,Starbucks,"Travel, Transportation, Entertainment",2022-10-30,Indonesia
Savings,346.12,Walmart,"Dining, Entertainment, Groceries, Travel, General Expenses",2022-10-26,Australia
Savings,709.75,ACME,Entertainment,2022-12-28,Australia
Savings,653.25,Amazon,"Transportation, Entertainment",2022-09-18,Japan
Checking,992.94,ACME,"Entertainment, Travel",2022-08-06,Australia
Savings,553.7,Google,"General Expenses, Dining, Transportation, Entertainment, Travel",2022-09-24,Indonesia
Savings,622.8,Google,"General Expenses, Travel, Transportation, Entertainment, Groceries",2022-09-30,Japan
Joint Account,852.88,Starbucks,"General Expenses, Transportation, Dining, Groceries, Entertainment, Travel",2022-12-27,Australia
Joint Account,333.86,Uber,"Entertainment, General Expenses, Travel, Dining, Transportation",2022-07-28,Singapore
Joint Account,485.73,Starbucks,"Groceries, Entertainment, Travel, General Expenses, Dining",2022-11-03,Japan
Checking,156.87,Grab,"Transportation, Entertainment, Groceries, Dining, General Expenses",2022-06-17,Indonesia
Checking,778.76,Walmart,"General Expenses, Dining, Groceries, Travel, Entertainment",2022-08-21,Indonesia
Joint Account,917.14,Grab,"Groceries, Entertainment, General Expenses, Dining, Transportation",2022-07-27,Japan
Joint Account,350.92,Starbucks,"General Expenses, Dining, Transportation",2022-06-01,Japan
Checking,682.33,ACME,"Travel, General Expenses, Groceries",2022-11-10,Singapore
Checking,477.61,Fairprice,"General Expenses, Entertainment",2022-10-11,Australia
Savings,621.63,ACME,Groceries,2022-10-02,Japan
Joint Account,314.3,Google,"Travel, Entertainment, Transportation, Dining, General Expenses, Groceries",2022-07-02,Australia
Checking,893.41,Grab,"Groceries, Entertainment",2022-07-03,Singapore
Savings,39.99,Amazon,"Travel, General Expenses",2022-08-13,Indonesia
Joint Account,717.25,Starbucks,"Groceries, Transportation, General Expenses, Entertainment",2022-11-25,Australia
Savings,230.47,Gojek,Groceries,2022-09-25,Singapore
Savings,925.81,Fairprice,Travel,2022-09-27,Japan
Joint Account,997.25,Fairprice,"Entertainment, Transportation, Dining, General Expenses, Groceries, Travel",2022-12-18,Japan
Savings,353.99,Grab,Travel,2022-09-26,Australia
Savings,693.32,Gojek,Groceries,2022-07-08,Australia
Checking,110.08,Amazon,"Dining, Travel, Entertainment, Transportation",2022-08-15,Japan
Checking,341.04,Gojek,"Groceries, Dining",2022-08-30,Singapore
Savings,219.35,Fairprice,Travel,2022-09-07,Australia
Joint Account,128.88,Fairprice,"Transportation, Dining, Groceries, General Expenses, Travel",2022-09-21,Japan
Checking,931.51,Gojek,"Travel, Dining, Transportation, Entertainment",2022-07-21,Australia
Joint Account,799.2,Walmart,"Dining, Transportation, Groceries, Entertainment, Travel",2022-07-29,Singapore
Savings,559.95,ACME,"Groceries, Entertainment, Transportation",2022-11-20,Singapore
Savings,18.11,Gojek,"Entertainment, Groceries, Transportation, Dining, Travel, General Expenses",2022-10-27,Japan
Savings,703.98,Grab,"Dining, General Expenses",2022-12-11,Singapore
Savings,838.02,Grab,Dining,2022-10-28,Australia
Joint Account,828.8,Fairprice,"Transportation, Groceries, Dining, Travel, Entertainment, General Expenses",2022-10-29,Singapore
Joint Account,611.4,Google,"General Expenses, Entertainment, Travel",2022-09-01,Australia
Joint Account,503.14,Grab,"General Expenses, Entertainment, Groceries",2022-06-11,Japan
Checking,538.61,Grab,"Dining, Transportation, Entertainment",2022-08-14,Indonesia
Savings,537.19,Google,"Entertainment, General Expenses, Groceries, Dining, Travel, Transportation",2022-09-06,Singapore
Joint Account,454.42,Fairprice,Transportation,2022-11-27,Japan
Savings,289.38,ACME,"Travel, Entertainment",2022-09-11,Singapore
Joint Account,762.37,ACME,"Groceries, Dining, General Expenses",2022-09-09,Japan
Savings,580.54,Amazon,"Dining, Travel, Groceries, Entertainment, Transportation, General Expenses",2022-09-10,Japan
Joint Account,900.86,Fairprice,Dining,2022-06-08,Australia
Joint Account,99.09,Amazon,"Entertainment, Transportation, Dining, General Expenses",2022-10-30,Indonesia
Checking,256.81,Grab,"General Expenses, Entertainment, Dining, Groceries, Transportation",2022-11-08,Australia
Checking,722.84,Grab,Travel,2022-06-25,Indonesia
Checking,590.09,Google,"Travel, Groceries, General Expenses, Transportation, Dining",2022-11-10,Japan
Checking,757.94,Grab,Groceries,2022-11-14,Singapore
Checking,40.79,Starbucks,"Dining, Entertainment, Groceries, Travel, Transportation, General Expenses",2022-10-24,Singapore
Savings,860.21,Google,"Entertainment, Transportation, Travel, Groceries, Dining, General Expenses",2022-09-15,Singapore
Savings,140.4,Google,"Dining, Travel",2022-11-10,Singapore
Savings,939.05,Amazon,"Entertainment, General Expenses, Transportation, Groceries, Travel",2022-09-17,Singapore
Joint Account,880.09,ACME,"Groceries, Entertainment, Dining, Travel, Transportation",2022-12-09,Australia
Joint Account,559.14,Walmart,"Dining, Transportation",2022-06-10,Australia
Checking,193.91,ACME,General Expenses,2022-06-10,Singapore
Savings,893.11,Uber,Groceries,2022-08-19,Australia
Joint Account,766.13,Starbucks,"Dining, General Expenses, Transportation, Groceries, Entertainment, Travel",2022-06-19,Singapore
Joint Account,513.25,Google,Entertainment,2022-09-01,Indonesia
Joint Account,672.71,Google,"Travel, Dining, Transportation, Groceries",2022-09-12,Indonesia
Joint Account,759.39,Google,"Groceries, Travel, General Expenses, Dining, Transportation, Entertainment",2022-12-01,Australia
Joint Account,671.67,Gojek,"Groceries, Entertainment",2022-10-30,Indonesia
Savings,890.33,Grab,"Dining, Entertainment, General Expenses, Transportation, Groceries, Travel",2022-10-23,Australia
Checking,989.9,Amazon,"Travel, Dining",2022-10-09,Singapore
Joint Account,687.11,Google,"Transportation, Groceries, Travel, General Expenses",2022-06-12,Japan
Savings,786.13,ACME,Transportation,2022-07-29,Australia
Savings,305.3,Fairprice,"Entertainment, Dining",2022-06-19,Singapore
Joint Account,471.54,Fairprice,Groceries,2022-10-19,Indonesia
Joint Account,499.64,Uber,"Entertainment, Travel, Groceries, General Expenses",2022-11-22,Japan
Checking,84.83,Amazon,"Transportation, Groceries, General Expenses, Entertainment, Travel, Dining",2022-07-10,Indonesia
Checking,91.22,Google,Travel,2022-11-07,Japan
Checking,487.47,Starbucks,"General Expenses, Dining",2022-06-10,Australia
Joint Account,657.4,Google,"General Expenses, Transportation, Groceries, Dining, Travel",2022-10-25,Japan
Savings,763.0,ACME,"Entertainment, General Expenses, Transportation, Travel",2022-08-21,Japan
Savings,740.01,Amazon,"Travel, Groceries, Dining, Entertainment",2022-09-23,Indonesia
Joint Account,236.6,Walmart,"Transportation, Dining, Groceries, General Expenses, Entertainment",2022-08-17,Indonesia
Joint Account,261.38,Fairprice,"Dining, Travel, Entertainment, Groceries",2022-07-02,Indonesia
Savings,266.21,Walmart,"General Expenses, Travel, Groceries",2022-06-19,Australia
Checking,553.51,Walmart,"Travel, Groceries, Entertainment, General Expenses, Transportation",2022-09-29,Australia
Joint Account,678.89,Uber,"Groceries, General Expenses, Transportation, Entertainment",2022-09-01,Japan
Checking,548.1,Starbucks,"General Expenses, Groceries, Travel",2022-06-24,Japan
Savings,107.14,ACME,Travel,2022-11-14,Japan
Joint Account,791.48,Walmart,"Dining, Groceries, Travel",2022-12-13,Australia
Joint Account,913.76,Google,"Transportation, Entertainment, General Expenses, Groceries, Dining, Travel",2022-12-21,Singapore
Joint Account,540.98,Amazon,"Dining, Entertainment, Transportation",2022-10-03,Singapore
Joint Account,530.92,ACME,"Groceries, General Expenses, Travel, Entertainment",2022-06-23,Singapore
Savings,394.27,Fairprice,"Transportation, Travel, Entertainment, Dining, General Expenses",2022-07-23,Indonesia
Joint Account,498.3,ACME,"Groceries, Transportation, Dining, Entertainment",2022-08-05,Australia
Joint Account,116.33,Google,"Groceries, General Expenses, Dining, Entertainment",2022-08-01,Australia
Savings,37.62,ACME,"Dining, Entertainment",2022-08-07,Indonesia
Savings,38.78,Fairprice,"General Expenses, Dining, Groceries, Entertainment, Travel, Transportation",2022-06-09,Australia
Checking,72.33,Amazon,"Groceries, Dining, Transportation, General Expenses, Entertainment",2022-07-04,Indonesia
Savings,285.57,Fairprice,"Travel, Groceries, Dining, Entertainment",2022-11-10,Australia
Savings,86.44,ACME,"Travel, Groceries, Dining, Transportation",2022-06-14,Indonesia
Savings,546.91,ACME,Transportation,2022-09-14,Japan
Checking,34.16,ACME,"Groceries, Transportation, Entertainment, Dining, General Expenses",2022-08-23,Singapore
Joint Account,498.08,ACME,"Travel, Dining, Transportation, Groceries",2022-06-21,Singapore
Checking,659.96,ACME,"General Expenses, Travel, Groceries",2022-10-27,Indonesia
Joint Account,162.53,Uber,"Transportation, Entertainment, General Expenses, Dining, Travel, Groceries",2022-09-08,Singapore
Joint Account,626.64,Google,"Transportation, Entertainment, Dining",2022-12-18,Indonesia
Checking,622.17,Amazon,"Travel, Entertainment, Transportation, Dining",2022-07-23,Japan
Joint Account,393.58,Walmart,"Travel, Entertainment, Dining, General Expenses, Groceries",2022-07-16,Australia
Savings,15.85,Walmart,"Dining, Entertainment",2022-12-20,Japan
Joint Account,196.51,Gojek,"Entertainment, Transportation, General Expenses, Dining, Travel",2022-07-31,Japan
Savings,712.12,Fairprice,"General Expenses, Entertainment, Dining, Travel",2022-12-18,Indonesia
Savings,332.91,Grab,"Travel, Groceries, General Expenses, Dining, Entertainment",2022-10-14,Australia
Joint Account,909.07,Walmart,"Dining, Groceries, Entertainment, Transportation",2022-11-18,Australia
Joint Account,709.86,Gojek,"Dining, Transportation, Entertainment, Groceries",2022-10-18,Japan
Savings,78.55,Uber,Travel,2022-10-19,Japan
Savings,50.23,Google,"Transportation, Dining",2022-06-20,Japan
Savings,621.64,ACME,"Transportation, Dining, Travel",2022-08-12,Singapore
Joint Account,414.39,ACME,"Entertainment, General Expenses, Travel",2022-07-15,Japan
Checking,742.78,Google,"General Expenses, Groceries, Travel, Dining, Transportation, Entertainment",2022-12-25,Indonesia
Checking,811.41,Gojek,Entertainment,2022-08-11,Japan
Checking,873.55,Starbucks,Travel,2022-09-26,Singapore
Savings,921.96,Gojek,"Transportation, General Expenses, Groceries, Entertainment, Dining",2022-11-20,Singapore
Joint Account,310.06,Google,Entertainment,2022-06-27,Singapore
Checking,438.03,Grab,"Transportation, Travel, General Expenses, Groceries, Dining",2022-09-13,Japan
Checking,521.65,ACME,"General Expenses, Groceries, Dining, Travel, Entertainment, Transportation",2022-09-01,Indonesia
Joint Account,854.13,Amazon,"General Expenses, Travel, Dining, Entertainment",2022-11-09,Australia
Joint Account,927.71,Amazon,"Groceries, Transportation, Entertainment, Travel, General Expenses",2022-08-31,Indonesia
Joint Account,28.35,Grab,"Travel, Entertainment",2022-09-18,Japan
Savings,154.36,Google,"Transportation, Groceries, Entertainment, Travel, Dining, General Expenses",2022-10-23,Indonesia
Savings,698.92,Uber,Dining,2022-11-26,Indonesia
Savings,515.86,Uber,"Groceries, Travel",2022-10-16,Singapore
Savings,494.27,Gojek,"Entertainment, Groceries",2022-09-18,Singapore
Savings,714.91,Google,"Groceries, Transportation, Entertainment",2022-10-29,Indonesia
Checking,19.74,Gojek,"Transportation, Groceries, Dining, Travel, General Expenses",2022-09-27,Indonesia
